id,area,name,type,payex,summary,address,totalcar,totalmotor,FareInfo,twd97x,twd97y
2439-2,文山區,嘟嘟房文山光輝2站停車場,平面式,"月租：全日8,000元/月。",一般平面式小型車12格(含身心障礙停車位1格)。,,12,0,-9,306050.01834,2764338.77271
244,大安區,建國南路高架橋下A區,其他,"計時(以半小時為計費單位)：07:30-21:30：20元/時，21:30-翌日07:30：10元/時(供建國花市、玉市及藝文特區使用時段禁止停放)；月租：全日月票4,800元/月，平日月票2,500元/月(週日19時至周五21時30分)，夜間月票1,500元/月(周一至周五18時至08時及周六、周日全日)。",計有287個小型車停車格(含身心障礙停車位5格),建國南路橋下(和平東路-瑞安街244巷),287,0,7,304273.042,2768975.16
2441,大同區,叭叭房承德大樓地下室停車場,立體式,"計時：100元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：12,000元/月。計次:500元/次",建物附設立體式小型車20格(含身心障礙停車位1格)。,,20,0,100,302272.66258,2773588.89845
2445-1,中正區,南昌路停車場,平面式,80元/時。停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,一般平面式小型車4格(含身心障礙停車位1格)。,,4,0,80,302292.09361,2769005.79267
2449,士林區,玉璽精品飯店停車場,立體式,"計時:100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租10,000元/月",建物附設立體式小型車20格(含身心障礙停車位1格)。,,20,0,100,303574.67,2779025.87
245,大安區,建國南路高架橋下D區,其他,"計時(以半小時為計費單位)：07:30-21:30：20元/時，21:30-翌日07:30：10元/時(供建國花市、玉市及藝文特區使用時段禁止停放)；月租：全日月票4,800元/月，平日月票2,500元/月(週日19時至周五21時30分)，夜間月票1,500元/月(周一至周五18時至08時及周六、周日全日)。",計有65個小型車停車格(含身心障礙停車位2格),建國南路橋下(建國南路二段39巷-信義路),66,0,7,304274.454,2769519.53
2452-1,中山區,Times 復興南路第2,平面式,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。,一般平面式小型車8格(含身心障礙停車位1格)。,,8,0,100,304832.7645,2771069.81486
2459-1,內湖區,萬豐富利有限公司內湖洲子站,立體式,"計時：60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：6,000元/月。",建物附設立體式小型車50格(含身心障礙停車位1格)。,,50,0,60,307778.06004,2774670.58143
246,大安區,建國南路高架橋下C區,其他,"計時(以半小時為計費單位)：07:30-21:30：20元/時，21:30-翌日07:30：10元/時(供建國花市、玉市及藝文特區使用時段禁止停放)；月租：全日月票4,800元/月，平日月票2,500元/月(週日19時至周五21時30分)，夜間月票1,500元/月(周一至周五18時至08時及周六、周日全日)。用時段禁止停放)；月租：全日月票4,800元/月，平日月票2,500元/月(週日19時至周五21時30分)，夜間月票1,500元/月(周一至周五18時至08時及周六、周日全日)。",計有108個小型車停車格(含身心障礙停車位2格),建國南路橋下(建國南路二段33號迴轉道-69巷),110,0,7,304278.422,2769390.15
2460-2,士林區,萬麗酒店停車場,其他,"[疫情影響暫停營運至110/9/30]計時:小型車40元/時(平日00-18)，60元/時(平日18-24及例假日全日)，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:小型車6,000元/月。計次:機車150元/次(隔日另計)。即日起至110年10月31日止暫停營業。",大型車:0格，小型車:190格，機車:0格,中山北路5段470巷8號地下1、2、3、4樓,190,0,110,303375.368,2776194.02693
2461-1,大同區,台北承德一站,平面式,"計時:50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租8,000元/月",一般平面式小型車19格(含身心障礙停車位1格)。,,19,0,50,302260.5538,2772723.28309
2463,南港區,嘟嘟房玉成3站停車場,平面式,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月。",一般平面式小型車147格(含身心障礙停車位3格)。,玉成段三小段546、547、563-3地號； 忠孝東路6段39號旁空地,147,0,100,308917.93966,2771299.98875
2464-2,大安區,168停車聯盟-仁愛場,其他,"計時:80/時，全程以半小時計費。月租:8,000元/月。",大型車0格；小型車3格；機車0格,,3,0,-9,305215.78369,2769989.53501
247,大安區,建國南路高架橋下B區,其他,"計時(以半小時為計費單位)：07:30-21:30：20元/時，21:30-翌日07:30：10元/時(供建國花市、玉市及藝文特區使用時段禁止停放)；月租：全日月票4,800元/月，平日月票2,500元/月(週日19時至周五21時30分)，夜間月票1,500元/月(周一至周五18時至08時及周六、周日全日)。",計有236個小型車停車格(含身心障礙停車位4格),建國南路橋下(建國南路二段79巷-151巷),236,0,7,304273.921,2769114.69
2478,北投區,奇岩停車場,其他,計時:50元/時，停車逾1小時以上者，未滿半小時以半小時計費，月租2500元/月,大型車:0格，小型車:23格，機車:0格,奇岩段五小段525-7地號；北投路1段13號旁空地,23,0,50,300544.02988,2779473.90949
2479-2,內湖區,嘟嘟房內湖新明站停車場,其他,"60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租6,000元",大型車:0格，小型車:65格，機車:0格,新明路138號地下2、3層,65,0,60,309190.31229,2772327.31717
2480-3,士林區,嘟嘟房天母北站停車場,平面式,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月。",一般平面式小型車10格(含身心障礙停車位1格)。,,10,0,100,303131.70063,2779411.88274
2485-3,文山區,財政大樓地下停車場,其他,"計時：30元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：4,000元/月。",大型車:0格，小型車:148格，機車:0格,羅斯福路6段142巷1號地下1、2層,148,0,30,304483.29788,2765471.03441
249,大同區,啟聰學校地下停車場,立體式,小型車計時30元，全日月票4800元，所在里里民全日月票3000元，一般里民全日月票3500元 機車計次20元；月票300元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,立體式小型車179格(含身心障礙停車位4格)。立體式機車98格(含身心障礙停車位4格)。,延平北路四段205號B1,171,94,30,301653.652,2774142.89
2493-1,南港區,Times 南港車站前,平面式,計時：40元/時，全程以15分鐘計費。,一般平面式小型車83格(含身心障礙停車位2格)。,,83,0,40,311039.72461,2771803.78433
250,士林區,忠誠路(一)平面停車場,平面式,小型車計時30元，全日月票7200元，夜間里民優惠月票2800元(限周一至周五19-8；另周六、周日與行政機關放假之紀念日、民俗日全日皆可使用),為平面停車場，計有24個小型車格,忠誠路、德行東路口,24,0,30,303424.066,2777773.09
251,士林區,忠誠路(二)平面停車場,平面式,計時：30元/時。月租：全日月票及全日里民優惠月票5000元/月；夜間優惠月票2800元/月(優惠里：忠誠里、蘭雅里、三玉里、聖山里、名山里及岩山里。使用時段：24小時),為平面停車場，計有35個小型車停車位。,忠誠路1段與德行東路132巷7弄交叉口旁；士林區芝山段2小段69地號,34,0,30,303390.274,2777695.93
2514,北投區,新民停車場,其他,"一、計時：40元/時，全程以半小時計費。二、月租：2,500元/月。",大型車:0格，小型車:24格，機車:0格,新民段二小段221地號；新民路1巷2號旁空地,24,0,40,301246.70308,2781456.91177
2515-2,士林區,士林高商,平面式,"季租：每季4,000元。年租：每年16,000元。租借場地如有停車需求，每車每小時30元，全程以半小時計費。",一般平面式小型車51格(含身心障礙停車位2格)。,,51,0,30,302134.17102,2776297.1015
2517-2,萬華區,家樂福台北桂林停車場,立體式,計時：汽車100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,建物附設立體式小型車52格(含身心障礙停車位2格，孕婦、育有6歲以下兒童停車位3格)。,,52,0,100,301058.07915,2770070.90109
2527,北投區,大業二停車場,其他,"40元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。 月租4,000元/月",大型車:0格，小型車:26格，機車:0格,大業段四小段448、448-1地號；大業路300巷9弄底,26,0,40,300215.81827,2780136.83672
2528,信義區,基隆路1段停車場,平面式,"臨停：200元/時，停車未滿1小時以1小時計，逾1小時以上未滿半小時，以半小時計費。月租：18,000元/月。",一般平面式小型車36格(含身心障礙停車位1格)。,,36,0,200,306983.0584,2770625.93769
2529,北投區,國立臺北護理健康大學校本部校區,平面式,40元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,建物附設一般平面式小型車20格(含身心障礙停車位1格)。,,20,0,40,302590.89824,2778973.98871
2532,南港區,嘟嘟房南港全聯站停車場,立體式,"計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日8,000元/月",建物附設立體式小型車71格(含身心障礙停車位1格)。,,71,0,80,312203.7439,2771695.34935
2534,大安區,萊客有限公司忠孝場,平面式,"120元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。計次600元，隔日另計。月租：12,000元/月",一般平面式小型車7格,,7,0,120,304943.05276,2770313.88267
2535-1,大安區,臺大癌醫中心醫院地下停車場,立體式,汽車40元/時，全程以半小時計費。,建物附設立體式小型車201格(含身心障礙停車位4格，孕婦、育有6歲以下兒童停車位5格)。,,314,0,40,304913.44871,2767483.32347
2536,內湖區,湖元停車場,其他,月租2500元,"月租：2,500元/月",,46,0,-9,309240.62223,2773268.77196
2538,中山區,Times 植福路,平面式,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日10,000元/月。",一般平面式小型車48格(含身心障礙停車位2格)。,,48,0,100,306279.2599,2775218.08576
2539,信義區,助安168永吉停車場,平面式,"100元/時，全程以半小時計費。月租10,000元。",一般平面式小型車38格(含身心障礙停車位1格)。,,38,0,100,307569.84139,2770598.65381
2540-2,大安區,168停車聯盟-助安四維場停車場,其他,"80元/時，全程以半小時計費。月租8,000元",大型車:0格，小型車:6格，機車:0格,復興段三小段525地號； 四維路44巷25號旁空地,6,0,80,305142.33329,2769842.71508
2542,中山區,百里亭有限公司復興北場,平面式,"120元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。月租:12,000元。計次600元/次(隔日另計)。",一般平面式小型車18格(含身心障礙停車位1格)。,,18,0,120,304868.89027,2772964.04634
2543,大安區,根基金華停車場,平面式,"100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。月租:10,000元。",一般平面式小型車36格(含身心障礙停車位1格)。,,36,0,100,302877.39251,2769252.82943
2546,內湖區,大湖富邦停車場,立體式,月租3000~4200元，季繳10900~12300元，半年繳21300~24000元，年繳41600~46800元,建物附設立體式小型車49格(含身心障礙停車位2格)。,,49,0,-9,312050.77948,2773748.12303
2547,文山區,台灣聯通辛亥停車場,平面式,30元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。月租600元,一般平面式機車145格(含身心障礙停車位6格)。,,0,0,30,306187.43801,2766468.82542
2548,大安區,鴻霖停車場2,立體式,80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。,建物附設立體式小型車10格(含身心障礙停車位1格)。,,10,0,80,304997.90921,2770153.45135
255,士林區,兒童新樂園附設停車場,其他,"計時：小型車平日30元/時，假日40元/時，全程以半小時計。月租：小型車全日3,000元/月，夜間1,200元/月，機車300元/月。計次：機車20元/次，隔日另計。",計有小型車442格(含身心障礙停車位12格)，機車停車格393格(含身心障礙停車位8格)。,承德路五段55號,454,401,30,301926.989,2776680.26
2551,內湖區,嘟嘟房內湖新湖站,平面式,"60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租6,000元",一般平面式小型車33格(含身心障礙停車位1格)。,,33,0,60,308827.89711,2773002.99007
2552,內湖區,Times 双湖匯大樓,立體式,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。計次：週一至週日每次1,000元。",建物附設立體式小型車24格(含身心障礙停車位1格)。,,24,0,100,309885.30495,2775162.77382
2554,內湖區,亞通通運停車場,平面式,計時60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費，8000元/月,一般平面式大型車1格。一般平面式小型車17格(含身心障礙停車位1格)。,,17,0,60,308037.5406,2773683.34337
2556,萬華區,聯永物業股份有限公司台北七站,其他,"30元/時，全程以半小時計費。月租4,000元/月。",臨停：40元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,,15,0,30,301099.30548,2769921.10061
2557,南港區,多多站收費停車場(南港一),平面式,"50元/時，停車逾1小時以上者，未滿半小時以半小時計費，全日4,000元/月",一般平面式小型車41格(含身心障礙停車位1格)。,,41,0,50,309393.99017,2771848.61039
2558,松山區,USPACE民族東場,平面式,計時：70元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。,一般平面式小型車2格(含身心障礙停車位1格),,2,0,70,305451.39957,2772781.2401
2559,大安區,敦化場,平面式,計時：80元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。,一般平面式小型車6格(含身心障礙停車位1格)。,,6,0,80,305902.26887,2770289.11804
2560,萬華區,多多站收費停車場(中華站),平面式,"90元/時，停車逾1小時以上者，未滿半小時以半小時計費，全日9,000元/月",一般平面式小型車40格,,40,0,90,300722.61135,2768931.96159
2561,南港區,南港停車場,平面式,"計時:50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:6,000元/月",一般平面式小型車41格(含身心障礙停車位1格)。,,41,0,50,311873.85994,2772840.24337
2562,南港區,多多站收費停車場(南港二),平面式,"計時:50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:4,000元/月",一般平面式小型車42格(含身心障礙停車位1格)。,,42,0,50,309362.93827,2771903.5437
2564,中山區,Times 龍江路,平面式,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,一般平面式小型車24格(含身心障礙停車位1格)。,,24,0,100,304554.44656,2772216.32949
2565,松山區,Times2 敦化北路第2,平面式,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。計次：週一至週日1,000/次。",一般平面式小型車20格(含身心障礙停車位1格)。,,20,0,100,305380.72772,2772406.01506
2567-1,大同區,雙連三停車場,平面式,計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,一般平面式小型車1格(含身心障礙停車位1格)。,雙連段一小段219-47地號；錦西街72巷8號旁空地,1,0,80,302399.87713,2772522.56759
2568-1,大同區,雙連街停車場,平面式,計時：80元/元，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,一般平面式小型車6格(含身心障礙停車位1格)。,雙連段一小段219-5、219-10、219-72、219-95地號；錦西街72巷3號旁空地,6,0,-9,302431.87191,2772527.11103
257,士林區,福港街平面停車場,其他,"計時：30元/時，全程以半小時計。月租：7,200元/月。",為廣場停車場，計有65個小型停車格,福港街149巷2號,64,0,30,302313.65,2775535.15
257-13,中山區,長安東三站停車場,其他,計時：100元/時，未滿1小時以1小時計，逾1小時以上未滿半小時以半小時計費。,大型車:0格，小型車:15格，機車:0格,正義段一小段267地號 長安東路1段59號旁空地,16,0,100,303150.8363,2771295.419
2570,大同區,歸綏街停車場,平面式,"月租:12,000元/月。",一般平面式小型車3格(含身心障礙停車位1格)。,,3,0,-9,301870.36206,2772335.06627
2571,中正區,紹安街停車場,平面式,月租4000元/月,一般平面式小型車3格(含身心障礙停車位1格)。,,3,0,-9,301820.89204,2768617.19925
2572,南港區,南港東明街停車場,平面式,"100元/時，停車未滿1小時以1小時計,逾1小時以上，未滿半小時以半小時計。月租10,000元",一般平面式小型車8格(含身心障礙停車位1格)。,,8,0,100,310602.14228,2771972.77923
2573,北投區,助安168福善停車場,平面式,"小型車80元/時，機車20元/時(當日最高收費50元)，停車逾1小時以上者，未滿半小時以半小時計費。月租：汽車全天10,000元/月",一般平面式小型車47格(含身心障礙停車位1格)。一般平面式機車10格(含身心障礙停車位1格)。,,47,0,80,301139.09457,2776913.51788
2574-1,中山區,益興國際事業有限公司遼寧一停車場,其他,計時80元，全程半小時計。,大型車:0格，小型車:6格，機車:0格,長安段一小段160地號；遼寧街62巷3號旁空地,6,0,80,304687.08851,2771498.01555
2579,中正區,華山文旅停車場,塔台式,"臨停:平日40元/時，假日50元/時，停車逾1小時以上者，未滿半小時以半小時計費。全日5,000元/月",塔台式小型車41格(含身心障礙停車位1格)。,,41,0,40,303532.04212,2770809.86438
258,中山區,兒童育樂中心平面停車場,其他,"計時30元/時，全程以半小時計費。全日月票7,200元/月，全日里民優惠月票5,760元/月（大同區重慶里、保安里、士林區明勝里），所在里民優惠月票5,040元（中山區圓山里）。",為橋下停車場，計有91個小型車停位 ,玉門街與敦煌路口兒童育樂中心旁,88,0,30,302662.306,2774205.18
2581-1,中正區,臺北市中正區社會福利綜合大樓附設停車場,立體式,"月租：小型車6,000元/月、機車300元/月",建物附設立體式小型車35格(含身心障礙停車位8格，孕婦、育有6歲以下兒童停車位1格)。建物附設 立體式機車57格(含身心障礙停車位6格)。,延平南路207號B1、B2,35,57,-9,301233.42474,2769503.94963
2584,中正區,台灣聯通醒吾停車場,立體式,"60元/時，停車逾1小時以上者，未滿半小時以半小時計費，全日9,000元/月",建物附設立體式小型車23格(含身心障礙停車位1格)。,,23,0,60,303145.05462,2770620.69428
2585,內湖區,應安168新湖一停車場,平面式,"60元/時，停車逾1小時以上者，未滿半小時以半小時計費，全日8,000元/月",一般平面式小型車9格(含身心障礙停車位1格)。,,9,0,60,308329.55908,2772953.62558
2587,中山區,百里亭有限公司華陰場,平面式,50元/時，停車未滿1小時以1小時計，停車逾1小時以上，以半小時計費。計次100元(隔日另計)。月租2000元。,一般平面式機車26格(含身心障礙停車位1格)。,,0,0,50,302479.10784,2771332.1558
2588-1,大同區,塔城街停車場,平面式,100元/時。停車未滿1小時以1小時計，停車逾1小時以上，以半小時計費。月租：全天9000元。,一般平面式小型車49格(含身心障礙停車位1格)。,,49,0,100,301539.00059,2771602.38615
2589-1,大安區,Times 杭州南路第5,平面式,"計時：100元/時，停車未滿1小時以1小時計，停車逾1小時以上者，未滿半小時以半小時計。月租：全天10,000元/月。",一般平面式小型車6格(含身心障礙停車位1格)。,,6,0,100,302801.61257,2769187.04999
259,中山區,中山北路三段55巷平面停車場,平面式,"計時:40元/時，全程以半小時計費。月租:全日7,500元 /月。",為平面停車場，計有59個小型停車格,中山北路3段55巷,59,0,40,302828.372,2773413.49
259-17,松山區,臺北市區監理所平面停車場,平面式,"計時：50元/時(07-18)，30元/時(18-07)，全程以半小時計費。月租：全日10,000元/月。",一般平面式小型車124格(含身心障礙停車位3格，孕婦、育有6歲以下兒童停車位2格)。,台北市松山區西松段二小段675地號；臺北市松山區八德路4段21號內,127,0,50,306396.24215,2771324.03357
2590,中山區,Times 吉林路,平面式,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,一般平面式小型車5格(含身心障礙停車位1格)。,,5,0,100,303450.98539,2772204.6671
2591-1,中山區,春大直商場英迪格酒店,立體式,平日40元/時，假日100元，全程以半小時計費。,建物附設立體式小型車217格(含身心障礙停車位5格)。,,217,0,40,306484.71043,2775084.78415
2592,松山區,南京東路停車場,平面式,60元/時，停車未滿1小時以1小時計，停車逾1小時以上，以半小時計費。月租：全天6000元。,一般平面式小型車48格(含身心障礙停車位1格)。,,48,0,60,305645.4211,2771718.84813
2595,中山區,長安林森停車場,平面式,80元/時，停車未滿1小時以1小時計，停車逾1小時以上，以半小時計費。,一般平面式小型車12格(含身心障礙停車位1格)。,,12,0,80,302917.55674,2771352.92188
2598,中正區,華園社區守望相助停車場,平面式,10元/時，停車逾1小時以上者，未滿半小時以半小時計費，月租200元。計次200元(隔日另計),一般平面式機車2格(含身心障礙停車位1格)。,,0,0,10,303286.38003,2770740.27216
260,松山區,嘟嘟房臺北小巨蛋站地下停車場,其他,小型車平日(星期一至星期五)40元/時，星期六、日及例假日60元/時，全程以半小時計費。月租:小型車8000元/月、機車全日300元/月。計次：機車20元/次(隔日另計),為地下停車場，計有476個小型車格,南京東路4段2號B2,476,710,40,305588.447,2771566.62
2602-1,內湖區,台灣聯通新湖三停車場,其他,80元/時，停車逾1小時以上者，未滿半小時以半小時計費，8000元/月,大型車:0格，小型車:30格，機車:0格,舊宗段48-5地號；新湖三路125號旁空地,30,0,80,308370.63923,2773010.91161
2603,萬華區,華中橋西側棒壘球停車場,其他,"月租:承銷業者採購車全日2,000元/月、台北市市區公車全日3,431元/月。機車免費",大型車:40格，小型車:103格，機車:101格,華中段四小段400、435、442、464地號；華中橋堤外,103,101,-9,299917.49929,2767615.809
2604,內湖區,å…§æ¹–å®‰åº·åœè»Šå ´,平面式,50元/時，停車逾1小時以上者，未滿半小時以半小時計費，5000元/月,一般平面式小型車47格(含身心障礙停車位1格)。,,47,0,50,309715.35253,2772617.01043
2605,信義區,萊客有限公司永吉停車場,平面式,"100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。計次600元/次(隔日另計)，月租：全日15,000元/月",一般平面式小型車49格(含身心障礙停車位1格)。,,40,0,100,307346.50777,2771048.74894
2606,中山區,愷譽停車場,立體式,"40元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日5,000元/月",建物附設立體式小型車4格(含身心障礙停車位1格)。,,4,0,40,303078.77267,2771619.39922
2607,大安區,驛東交停企業有限公司仁愛站,平面式,"80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日8,000元/月",一般平面式小型車32格(含身心障礙停車位1格)。,,32,0,80,304473.24516,2770028.25432
2609,內湖區,助安168民善停車場,平面式,"100元/時，全程以半小時計。月租：全日8,000元/月",一般平面式小型車49格(含身心障礙停車位1格),,49,0,100,308049.47405,2772522.15266
261,士林區,百齡橋旁平面停車場,平面式,計時20元，全日月票4800元 ,為平面停車場，計有145個小型車停車格。,士林社中街(近社正路),137,0,20,301540.337,2775610.63
2610,大同區,助安168承德三停車場,平面式,"100元/時，全程以半小時計。月租：全日10,000元/月",一般平面式小型車49格(含身心障礙停車位1格)。,,49,0,100,301995.82755,2772691.04758
2611,中山區,台灣捷通華國停車場,平面式,"小型車100元/時，停車未滿1小時以1小時計費，停車逾1小時以上者，未滿半小時以半小時計費。月租：全日小型車8,000元/月",一般平面式小型車4格(含身心障礙停車位1格)。,,4,0,100,303054.6978,2773163.80188
2612,萬華區,東展-中華站停車場,平面式,"計時：100元/時，全程以半小時計費。月租：全日10,000元/月。",一般平面式小型車60格(含身心障礙停車位1格)。,,60,0,100,301171.54912,2768799.1072
2613,內湖區,行愛二停車場,其他,月租:2000元。季繳:5700元,"計時：20元/時，全程以半小時計費。月租：2,000元。",,31,0,-9,308456.61826,2773005.64506
2614,萬華區,Times和平西路三段,平面式,"小型車100元/時，停車未滿1小時以1小時計費，停車逾1小時以上者，未滿半小時以半小時計費。月租：全日小型車10,000元/月",一般平面式小型車6格(含身心障礙停車位1格)。,,6,0,100,299723.67688,2769721.51112
2615,萬華區,Times和平西路三段第2,平面式,"小型車100元/時，停車未滿1小時以1小時計費，停車逾1小時以上者，未滿半小時以半小時計費。月租：全日小型車10,000元/月",一般平面式小型車6格(含身心障礙停車位1格)。,,6,0,100,299747.0532,2769694.54293
2616,萬華區,驛東交停企業有限公司新環南市場站,立體式,"小型車30元/時，全程以半小時計費。月租：全日小型車4,800元/月",建物附設立體式小型車407格(含身心障礙停車位12格)。,,407,0,30,299423.43072,2769045.16683
2621,信義區,永春陂濕地公園平面停車場,平面式,計時40元,一般平面式小型車14格(含身心障礙停車位2格)。,,10,0,40,308638.8549,2769587.97733
2624-1,內湖區,台灣聯通潭美停車場,平面式,"汽車100元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計，月租小型車全天10,000元。",一般平面式小型車49格(含身心障礙停車位1格)。,,49,0,100,309257.77075,2773131.91151
2625,文山,景美集應廟站停車場,立體式,"臨停:100元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。月票:月租8,000元。",建物附設立體式小型車50格(含身心障礙停車位2格)。,,50,0,100,304743.15258,2764959.71275
2626,中山,Times松江南京,平面式,計時:100元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計,一般平面是小型車34格(含身心障礙停車位2格)。,,80,0,100,303740.42853,2771511.96839
2628,北投區,沃瑪停車場立德站,平面式,"100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全天:6,000元/月",一般平面式小型車49格(含身心障礙停車位1格)。,,49,0,100,297671.226,2779776.45068
2630,中正區,廈門一停車場,平面式,月租：8000元/月,一般平面式小型車6格(含身心障礙停車位1格)。,,6,0,-9,302521.01998,2768584.3052
2631-1,中正區,廈門二停車場,其他,月租：8000元/月,大型車:0格，小型車:6格，機車:0格,河堤段五小段15、16地號；廈門街81巷61號空地,6,0,-9,302541.39812,2768582.22984
2632,士林區,國雲士林停車場,平面式,100元/時，停車逾1小時以上者，未滿半小時以半小時計費，月租6000元/月,一般平面式小型車28格(含身心障礙停車位1格)。,,28,0,100,302717.32516,2776010.20701
2636-2,中山區,懋昌建國北停車場,立體式,"計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月。",建物附設立體式小型車26格[含身心障礙停車位1格]。,建國北路1段61號地下2樓,26,0,80,304212.34564,2771494.59444
2637,內湖區,西湖停車場,平面式,"月租:全日4,000元。",一般平面式小型車45格(含身心障礙停車位2格)。,,45,0,-9,306579.6994,2775628.6222
2638,大安區,泰順街停車場,平面式,"月租8,000元。",一般平面式小型車6格(含身心障礙停車位1格)。,,4,0,-9,303546.57789,2768598.50879
2639,士林區,Time士林福德路,平面式,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,建物附設一般平面式小型車14格(含身心障礙停車位1格)。,,14,0,100,302923.64384,2776051.77842
264,大安區,便利停車場大安地政事務所站,平面式,"計時：汽車80元/時，洽公民眾30分內免費；全程以半小時計費。月租：汽車全日9,000元；日間(08-20)、夜間(18-09)6,000元/月；員工1,000元。計次：機車10元/次(隔日另計)。",為平面停車場，計有70個小型車，157個機車格,信義路4段335巷6號、旁邊空地,78,0,80,306159.102,2769630.27
2642,松山區,長揚停車場塔悠站,塔台式,月租全日3000元,塔台式小型車44格(含身心障礙停車位1格)。,,44,0,-9,307516.40135,2771605.74431
2643,大安區,國立台灣大學立體機車停車場,立體式,計次：20元/次(隔日另計)。月租：600元/月。,建物附設立體式機車107格(含身心障礙停車位3格)。,,0,107,-9,304756.28946,2767671.93684
2645,中山區,USPACE雙連中山北場,平面式,計時：60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。,一般平面式小型車1格(含身心障礙停車位1格)。,,1,0,60,302603.20185,2772119.38375
2646,內湖區,民權三總站,平面式,30元/時，全程以半小時計,一般平面式小型車16格(含身心障礙停車位1格)。,,16,0,30,309858.72856,2773504.21599
2647-1,士林區,陽光士林209停車場,其他,"計時:70元/時，未滿1小時以1小時計，逾1小時以上未滿半小時以半小時計。月租:全日:5,000元/月。",大型車:0格，小型車:49格，機車:0格,光華段二小段209地號(部分面積406平方公尺)；福德路31號,49,0,70,302786.17889,2776104.28376
2648,松山區,USPACE松山健康場,平面式,臨停：60元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計費，,一般平面式小型車1格(含身心障礙停車位1格)。,,1,0,60,306026.01175,2771807.05058
2649,大同區,赤峰街機車停車場,平面式,30元/時，停車逾1小時以上者，未滿半小時以半小時計費，月租2000元/月；計次150元(隔日另計),一般平面式機車30格(含身心障礙停車位1格)。,,0,0,30,302409.78902,2771827.67663
